chrI	289	418	1
chrI	593	624	1
chrI	2164	2170	16
chrI	2170	2200	17
chrI	2200	2297	18
chrI	2297	2317	19
chrI	2317	2388	20
chrI	2388	2389	32
chrI	2389	2392	33
chrI	2392	2393	34
chrI	2393	2415	35
chrI	2415	2416	34
chrI	2416	2417	33
chrI	2417	2421	16
chrI	2421	2663	15
chrI	2663	2664	14
chrI	9160	9258	2
chrI	9258	9264	1
chrI	9273	9278	1
chrI	9279	9286	1
chrI	9287	9517	1
chrI	9632	9703	1
chrI	9704	9705	1
chrI	9705	9715	2
chrI	9715	9721	3
chrI	9721	9725	4
chrI	9725	9741	5
chrI	9741	9826	7
chrI	9826	9842	5
chrI	9842	9843	6
chrI	9843	9844	25
chrI	9844	9845	27
chrI	9845	9847	30
chrI	9847	9855	31
chrI	9855	9860	30
chrI	9860	9863	29
chrI	9863	9865	28
chrI	9865	9866	27
chrI	9866	9939	26
chrI	9939	9941	25
chrI	9941	9945	24
chrI	9945	9947	23
chrI	9947	9950	22
chrI	9950	9951	20
chrI	9951	9954	18
chrI	9954	9958	16
chrI	9958	9959	15
chrI	9959	9963	14
chrI	9963	9978	13
chrI	9978	9979	12
chrI	9979	9996	11
chrI	9996	10003	10
chrI	10003	10008	8
chrI	10008	10010	7
chrI	10010	10014	6
chrI	10014	10016	5
chrI	10016	10017	4
chrI	10017	10030	5
chrI	10030	10052	4
chrI	10052	10059	3
chrI	10059	10087	2
chrI	10087	10090	1
chrI	11797	11902	3
chrI	11902	11905	2
chrI	11905	11936	1
chrI	14418	14548	1
chrI	14548	14572	2
chrI	14572	14654	1
chrI	14655	14769	1
chrI	14770	14797	1
chrI	22740	22933	1
chrI	28030	28076	1
chrI	28076	28101	2
chrI	28101	28112	4
chrI	28112	28118	5
chrI	28118	28120	7
chrI	28120	28192	8
chrI	28192	28212	11
chrI	28212	28216	10
chrI	28216	28278	3
chrI	28278	28333	4
chrI	28333	28344	3
chrI	28344	28353	2
chrI	28353	28472	1
chrI	33199	33200	2
chrI	33200	33300	3
chrI	33300	33308	2
chrI	33308	33325	1
chrI	36302	36303	10
chrI	36303	36349	11
chrI	36349	36364	10
chrI	36364	36369	9
chrI	36369	36370	7
chrI	36370	36372	5
chrI	36372	36384	4
chrI	36384	36388	3
chrI	36388	36426	2
chrI	36426	36442	1
chrI	36442	36450	2
chrI	36450	36451	1
chrI	36451	36499	2
chrI	36499	36507	1
chrI	36919	36936	1
chrI	36936	36961	2
chrI	36961	37020	3
chrI	37020	37038	4
chrI	37038	37044	5
chrI	37044	37142	6
chrI	37142	37143	8
chrI	37143	37146	9
chrI	37146	37164	10
chrI	37164	37165	9
chrI	37165	37166	8
chrI	37166	37207	4
chrI	37207	37208	8
chrI	37208	37215	9
chrI	37215	37261	16
chrI	37261	37272	15
chrI	37272	37273	16
chrI	37273	37274	15
chrI	37274	37279	16
chrI	37279	37280	15
chrI	37280	37282	16
chrI	37282	37290	17
chrI	37290	37298	18
chrI	37298	37304	17
chrI	37304	37308	16
chrI	37308	37319	15
chrI	37319	37323	13
chrI	37323	37338	12
chrI	37338	37343	11
chrI	37343	37347	10
chrI	37347	37350	9
chrI	37350	37361	8
chrI	37361	37368	7
chrI	37368	37369	6
chrI	37369	37388	7
chrI	37388	37400	6
chrI	37400	37401	5
chrI	37401	37413	6
chrI	37413	37416	5
chrI	37416	37420	4
chrI	37420	37421	3
chrI	37421	37444	2
chrI	37444	37453	1
chrI	39160	39178	1
chrI	39178	39186	2
chrI	39186	39259	3
chrI	45448	45650	1
chrI	45650	45655	4
chrI	45655	45664	5
chrI	45664	45742	4
chrI	45742	45758	3
chrI	45758	45862	2
chrI	45862	45895	1
chrI	48315	48316	10
chrI	48316	48380	11
chrI	48380	48415	12
chrI	48415	48424	11
chrI	48424	48433	10
chrI	48433	48438	9
chrI	48438	48440	8
chrI	48440	48450	7
chrI	48450	48456	6
chrI	48456	48457	5
chrI	48457	48483	4
chrI	48483	48512	3
chrI	48512	48525	2
chrI	48525	48568	1
chrI	52722	52801	1
chrI	54915	54924	1
chrI	54924	54989	2
chrI	56852	56856	7
chrI	56856	56857	8
chrI	56857	56862	15
chrI	56862	56886	16
chrI	56886	56906	17
chrI	56906	56913	16
chrI	56913	56917	15
chrI	56917	56921	14
chrI	56921	56936	13
chrI	56936	56943	14
chrI	56943	56951	15
chrI	56951	56952	13
chrI	56952	56967	15
chrI	56967	56970	14
chrI	56970	56988	15
chrI	56988	56989	16
chrI	56989	56997	15
chrI	56997	56998	16
chrI	56998	57002	15
chrI	57002	57003	14
chrI	57003	57009	15
chrI	57009	57019	14
chrI	57019	57027	13
chrI	57027	57029	12
chrI	57029	57030	1
chrI	57491	57513	1
chrI	57513	57535	2
chrI	57535	57537	3
chrI	57537	57630	5
chrI	57630	57632	4
chrI	57632	57633	1
chrI	57731	57778	1
chrI	57779	57796	1
chrI	57796	57800	3
chrI	57800	57885	5
chrI	57885	57888	4
chrI	57888	57895	5
chrI	57895	57947	7
chrI	57947	57949	6
chrI	57949	57950	5
chrI	57950	57951	2
chrI	58462	58463	1
chrI	58463	58465	4
chrI	58465	58468	5
chrI	58468	58474	6
chrI	58474	58475	5
chrI	58475	58477	7
chrI	58477	58495	8
chrI	58495	58541	9
chrI	58541	58544	10
chrI	58544	58554	12
chrI	58554	58556	11
chrI	58556	58564	10
chrI	58564	58572	9
chrI	58572	58574	10
chrI	58574	58586	9
chrI	58586	58592	8
chrI	58592	58599	9
chrI	58599	58601	10
chrI	58601	58602	11
chrI	58602	58603	12
chrI	58603	58608	13
chrI	58608	58610	15
chrI	58610	58615	16
chrI	58615	58636	17
chrI	58636	58692	16
chrI	58692	58695	15
chrI	61067	61068	1
chrI	61068	61170	2
chrI	61170	61198	1
chrI	61211	61308	1
chrI	61741	61752	1
chrI	61752	61753	2
chrI	61753	61856	3
chrI	62562	62591	1
chrI	62591	62642	6
chrI	62642	62677	5
chrI	62677	62687	4
chrI	62687	62822	3
chrI	62822	62834	2
chrI	62834	62843	1
chrI	71416	71421	1
chrI	71421	71525	2
chrI	71525	71526	1
chrI	71526	71533	2
chrI	71533	71537	1
chrI	71537	71548	3
chrI	71548	71642	2
chrI	71642	71663	1
chrI	73519	73622	1
chrI	73622	73635	2
chrI	73635	73640	3
chrI	73640	73644	4
chrI	73644	73652	5
chrI	73652	73653	6
chrI	73653	73654	7
chrI	73654	73742	8
chrI	73742	73764	9
chrI	73764	73765	7
chrI	73765	73771	2
chrI	73771	73772	6
chrI	73772	73789	7
chrI	73789	73864	6
chrI	73864	73871	5
chrI	73871	73874	4
chrI	73874	73890	3
chrI	73890	73893	2
chrI	73893	73968	1
chrI	76154	76162	1
chrI	76162	76273	2
chrI	76273	76296	3
chrI	76296	76325	4
chrI	76325	76399	3
chrI	79435	79436	1
chrI	79436	79451	2
chrI	79451	79468	3
chrI	79468	79469	4
chrI	79469	79470	20
chrI	79470	79471	22
chrI	79471	79472	23
chrI	79472	79473	24
chrI	79473	79540	25
chrI	79540	79542	26
chrI	79542	79554	27
chrI	79554	79558	26
