chrI	2132	2147	1
chrI	2147	2151	58
chrI	2151	2154	60
chrI	2154	2156	62
chrI	2156	2157	60
chrI	2157	2158	84
chrI	2158	2185	86
chrI	2185	2189	76
chrI	2189	2504	86
chrI	2504	2511	60
chrI	2511	2513	59
chrI	2513	2595	58
chrI	2595	2596	57
chrI	2596	2678	58
chrI	8972	8979	1
chrI	8979	8981	5
chrI	8981	8983	57
chrI	8983	8995	60
chrI	8995	8996	59
chrI	8996	9052	60
chrI	9052	9053	59
chrI	9053	9259	60
chrI	9259	9260	57
chrI	9260	9513	60
chrI	9513	9514	58
chrI	9514	9517	59
chrI	9517	9520	60
chrI	9520	9521	59
chrI	9521	9522	57
chrI	9522	9530	58
chrI	9530	9538	56
chrI	9538	9540	53
chrI	9567	9568	1
chrI	9568	9571	675
chrI	9571	9573	676
chrI	9573	9574	674
chrI	9574	9576	676
chrI	9576	9577	685
chrI	9577	9578	687
chrI	9578	9588	691
chrI	9588	9589	49
chrI	9589	9593	691
chrI	9593	9594	690
chrI	9594	9598	691
chrI	9598	9599	690
chrI	9599	9621	691
chrI	9621	9622	690
chrI	9622	9683	691
chrI	9683	9684	690
chrI	9684	9758	691
chrI	9758	9759	690
chrI	9759	9775	691
chrI	9775	9776	687
chrI	9776	9809	691
chrI	9809	9810	690
chrI	9810	9814	691
chrI	9814	9815	690
chrI	9815	10005	691
chrI	10005	10006	690
chrI	10006	10067	691
chrI	10067	10068	690
chrI	10068	10070	691
chrI	10070	10071	666
chrI	10071	10078	691
chrI	10078	10079	670
chrI	10079	10095	691
chrI	10095	10096	690
chrI	10096	10101	691
chrI	10101	10103	690
chrI	10103	10124	691
chrI	10124	10125	689
chrI	10125	10126	682
chrI	10126	10130	684
chrI	10130	10135	649
chrI	10135	10136	643
chrI	10136	10137	1
chrI	11526	11529	61
chrI	11529	11534	63
chrI	11534	11535	62
chrI	11535	12064	63
chrI	22666	23197	16
chrI	23197	23200	2
chrI	27923	27930	1
chrI	27930	27931	11
chrI	27931	27937	12
chrI	27937	27938	27
chrI	27938	27941	32
chrI	27941	27942	144
chrI	27942	27945	145
chrI	27945	27950	317
chrI	27950	28161	337
chrI	28161	28162	336
chrI	28162	28231	337
chrI	28231	28232	336
chrI	28232	28467	337
chrI	28467	28470	336
chrI	28470	28477	337
chrI	28477	28478	336
chrI	28478	28480	337
